Station Name,Address,City,Postal Code,Region,Country,Latitude,Longitude,Location Details,Category
"TRARALGON","CORNER PARK LANE AND SMITH STREET","TRARALGON","3844","VIC","AUSTRALIA",-38.1862,146.5525,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"PAYNESVILLE","PAYNESVILLE ROAD","PAYNESVILLE","3880","VIC","AUSTRALIA",-37.9071,147.719,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"YEA","98-100 HIGH STREET","YEA","3717","VIC","AUSTRALIA",-37.2117,145.422,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"HAMPDEN","SOUTH ROAD","HAMPDEN","3187","VIC","AUSTRALIA",-37.9321,145.0246,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP KANGAROO FLAT","172A HIGH STREET","KANGAROO FLAT","3555","VIC","AUSTRALIA",-36.7983,144.2431,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"AA WALLAN INBOUND","1052 HUME HIGHWAY","WALLAN","3756","VIC","AUSTRALIA",-37.4023,145.0151,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  PAKENHAM","LOT 2001 PRINCES HIGHWAY","PAKENHAM","3810","VIC","AUSTRALIA",-38.0621,145.4539,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"HAWTHORN","CHURCH STREET","HAWTHORN","3122","VIC","AUSTRALIA",-37.8142,145.0221,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BAYSWATER","SCORESBY ROAD","BAYSWATER","3153","VIC","AUSTRALIA",-37.8448,145.2697,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"7 ELEVEN BOX HILL","786 WHITEHORSE ROAD","BOX HILL","3103","VIC","AUSTRALIA",-37.8122,145.0812,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP EUROA","29 TARACOMBE STREET","EUROA","3666","VIC","AUSTRALIA",-36.75,145.5774,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS SUNSHINE","392-394 BALLARAT ROAD","SUNSHINE NORTH","3020","VIC","AUSTRALIA",-37.7783,144.8437,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS CROYDON","168 MOUNT DANDENONG ROAD","CROYDON","3136","VIC","AUSTRALIA",-37.7997,145.2786,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX FRANKSTON NORTH","1 CHIAM COURT","LANGWARREN","3910","VIC","AUSTRALIA",-38.1417,145.1762,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX SWAN HILL","112 BEVERIDGE STREET","SWAN HILL","3585","VIC","AUSTRALIA",-35.3393,143.5578,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MCKINNON","MCKINNON ROAD","MCKINNON","3204","VIC","AUSTRALIA",-37.9125,145.0519,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX GROVEDALE","","GROVEDALE","3216","VIC","AUSTRALIA",-38.1954,144.3428,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP HAMPTON PARK","345 S GIPPSLAND HIGHWAY","LYNBROOK","3975","VIC","AUSTRALIA",-38.0441,145.2524,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP BALLARAT CENTRAL","1104 STURT STREET","BALLARAT","3350","VIC","AUSTRALIA",-37.5599,143.8438,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BELMONT","19-21 SETTLEMENT ROAD","BELMONT","3216","VIC","AUSTRALIA",-38.1792,144.3516,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS DINGLEY","122 BOUNDARY ROAD","BRAESIDE","3195","VIC","AUSTRALIA",-38.0011,145.1057,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CRANBOURNE","183-185 SLADEN STREET","CRANBOURNE","3977","VIC","AUSTRALIA",-38.1131,145.2859,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX PORTLAND","29 TYERS STREET","PORTLAND","3305","VIC","AUSTRALIA",-38.3445,141.6023,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS SHEPPARTON","543 GOULBURN VALLEY HIGHWAY","SHEPPARTON","3630","VIC","AUSTRALIA",-36.3912,145.3968,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  CARLTON","117 ELGIN STREET","CARLTON","3053","VIC","AUSTRALIA",-37.7977,144.9708,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP GLENROY","770 PASCOE VALE ROAD","GLENROY","3046","VIC","AUSTRALIA",-37.708,144.9167,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"HEATHCOTE NORTHEND ROADHOUSE","212 HIGH STREET","HEATHCOTE","3523","VIC","AUSTRALIA",-36.916,144.7029,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"ELTHAM","LOT 1 SHERBOURNE ROAD","ELTHAM","3095","VIC","AUSTRALIA",-37.7162,145.1371,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS BRANDON PARK","SPRINGVALE ROAD","BRANDON PARK","3150","VIC","AUSTRALIA",-37.9033,145.1624,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP CLAYTON","1358 CENTRE ROAD","CLAYTON SOUTH","3169","VIC","AUSTRALIA",-37.9289,145.1204,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BAYSWATER","254-300 CANTERBURY ROAD","BAYSWATER NORTH","3153","VIC","AUSTRALIA",-37.831,145.2712,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX MYRTLEFORD","59-61 MYRTLE STREET","MYRTLEFORD","3737","VIC","AUSTRALIA",-36.5648,146.7281,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL TATURA","180-190 HOGAN STREET","TATURA","3616","VIC","AUSTRALIA",-36.4403,145.2305,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX MARYBOROUGH","LOT 2 TUAGGRA STREET","MARYBOROUGH","3465","VIC","AUSTRALIA",-37.0459,143.7397,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL ROBINVALE","70-74 BROMLEY ROAD","ROBINVALE","3549","VIC","AUSTRALIA",-34.5833,142.7706,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"ASHWOOD","WARRIGAL ROAD","ASHWOOD","3147","VIC","AUSTRALIA",-37.8635,145.0935,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  RESERVOIR","35 GISBORNE CRESCENT","RESERVOIR","3073","VIC","AUSTRALIA",-37.7187,145.0218,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"ROCKBANK","1593 WESTERN HIGHWAY","ROCKBANK","3335","VIC","AUSTRALIA",-37.747,144.7028,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  RICHMOND - CHURCH STREET","581 CHURCH STREET","RICHMOND","3121","VIC","AUSTRALIA",-37.8312,144.9972,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP MANSFIELD","145 MOUNT BULLER ROAD","MANSFIELD","3722","VIC","AUSTRALIA",-37.0602,146.0982,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"POINT COOK","WALLACE AVENUE","POINT COOK","3030","VIC","AUSTRALIA",-37.8754,144.7381,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOUNT WAVERLEY","WAVERLEY ROAD","MOUNT WAVERLEY","3149","VIC","AUSTRALIA",-37.8828,145.1092,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS DONCASTER EAST","484 BLACKBURN ROAD","DONCASTER EAST","3109","VIC","AUSTRALIA",-37.764,145.167,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX SEA LAKE","CALDER HIGHWAY AND GREER STREET","SEA LAKE","3533","VIC","AUSTRALIA",-35.497,142.8478,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX RED CLIFFS","18 JACARANDA STREET","RED CLIFFS","3496","VIC","AUSTRALIA",-34.3054,142.1863,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP MOONEE VALE","181-183 PASCOE VALE ROAD","MOONEE PONDS","3039","VIC","AUSTRALIA",-37.7584,144.9261,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX BROADMEADOWS","PEARCEDALE PARADE","BROADMEADOWS","3047","VIC","AUSTRALIA",-37.6803,144.9175,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL KANIVA","86 COMMERCIAL STREET EAST","KANIVA","3419","VIC","AUSTRALIA",-36.3793,141.2407,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS NUNAWADING","340 WHITEHORSE ROAD","NUNAWADING","3131","VIC","AUSTRALIA",-37.8189,145.1755,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"FRANKSTON","FRANKSTON-CRANBOURNE ROAD","FRANKSTON","3199","VIC","AUSTRALIA",-38.1461,145.1369,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS MOUNTAIN HIGHWAY","758-760 MOUNTAIN HIGHWAY","BAYSWATER","3153","VIC","AUSTRALIA",-37.8404,145.2679,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"TARNEIT","618 TARNEIT ROAD","TARNEIT","3029","VIC","AUSTRALIA",-37.8374,144.6715,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX SEAFORD NORTH","14-16 NEPEAN HIGHWAY","SEAFORD","3198","VIC","AUSTRALIA",-38.0863,145.1251,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"EPPING NORTH","","EPPING","3076","VIC","AUSTRALIA",-37.6514,145.0236,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BRAESIDE","402 - 404 LOWER DANDENONG ROAD","BRAESIDE","3195","VIC","AUSTRALIA",-37.9875,145.1139,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL SALE","127-133 FOSTER STREET","SALE","3850","VIC","AUSTRALIA",-38.1112,147.0677,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS MENTONE","105 NEPEAN HIGHWAY","MENTONE","3194","VIC","AUSTRALIA",-37.9814,145.0711,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP CONNECT NORTHPOINT","CORNER SCANLON DRIVE AND COOPER STREET","EPPING","3076","VIC","AUSTRALIA",-37.6479,144.9932,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"VERMONT","CANTERBURY ROAD","VERMONT","3133","VIC","AUSTRALIA",-37.8363,145.1961,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS SALE","215 YORK STREET","SALE","3850","VIC","AUSTRALIA",-38.1048,147.0677,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS ECHUCA","235 OGILVIE AVENUE","ECHUCA","3564","VIC","AUSTRALIA",-36.1408,144.7489,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX SALE","33 CUNNINGHAM STREET","SALE","3850","VIC","AUSTRALIA",-38.1071,147.0604,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"LILYDALE","MAROONDAH HIGHWAY","LYLEDALE","3140","VIC","AUSTRALIA",-37.7556,145.343,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"POINT COOK","BOARDWALK BOULEVARD","POINT COOK","3030","VIC","AUSTRALIA",-37.8936,144.7285,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS ARDEER","1 THE AVENUE","SUNSHINE WEST","3020","VIC","AUSTRALIA",-37.796,144.7904,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP SWAN HILL","410-414 CAMPBELL STREET","SWAN HILL","3585","VIC","AUSTRALIA",-35.347,143.5614,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOONEE PONDS","876 MOUNT ALEXANDER ROAD","MOONEE PONDS","3039","VIC","AUSTRALIA",-37.7576,144.9199,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL WODONGA","18 HOVELL STREET","WODONGA","3690","VIC","AUSTRALIA",-36.1141,146.8961,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX NEWCOMB","39-41 BELLARINE HIGHWAY","NEWCOMB","3219","VIC","AUSTRALIA",-38.1696,144.3893,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"DOVETON","40-44 PRINCES HIGHWAY","DOVETON","3177","VIC","AUSTRALIA",-38.0014,145.2385,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"NORTHCOTE","VICTORIA ROAD","NORTHCOTE","3070","VIC","AUSTRALIA",-37.7706,145.0118,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"PASCOE VALE SOUTH","475-477 BELL STREET AND REYNOLDS PARADE","PASCOE VALE SOUTH","3044","VIC","AUSTRALIA",-37.7388,144.9406,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX LAKES ENTRANCE","11-17 CHURCH STREET","LAKES ENTRANCE","3909","VIC","AUSTRALIA",-37.8795,147.9877,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"KANGAROO FLAT SAFEWAY","279 HIGH STREET","GOLDEN SQUARE","3555","VIC","AUSTRALIA",-36.7707,144.2629,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"INDEPENDENT KOROIT","157 COMMERCIAL ROAD","KOROIT","3282","VIC","AUSTRALIA",-38.2919,142.3634,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COBURG","BELL STREET","COBURG","3058","VIC","AUSTRALIA",-37.7424,144.9797,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"ELTHAM","330 RYANS ROAD","ELTHAM","3095","VIC","AUSTRALIA",-37.6875,145.1431,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP SERPENTINE","LODDON VALLEY HIGHWAY AND BRIDGEWATER-SERPENTINE ROAD","SERPENTINE","3517","VIC","AUSTRALIA",-36.4142,143.9746,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"THORNBURY","HIGH STREET","THORNBURY","3071","VIC","AUSTRALIA",-37.7559,145.0008,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP KINGSWAY","331 KINGS WAY","SOUTH MELBOURNE","3205","VIC","AUSTRALIA",-37.8342,144.9702,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP LITTLE RIVER MELB BOUND","5-25 HUGHES ROAD","LITTLE RIVER","3211","VIC","AUSTRALIA",-38.0011,144.4917,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"INDEPENDENT ORBOST","176-178 NICHOLSON STREET","ORBOST","3888","VIC","AUSTRALIA",-37.7048,148.4559,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"WEST BRUNSWICK","MELVILLE ROAD","BRUNSWICK","3055","VIC","AUSTRALIA",-37.7659,144.9431,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX ALTONA MEADOWS","2 CENTRAL AVENUE","ALTONA MEADOWS","3028","VIC","AUSTRALIA",-37.8711,144.7773,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS GARDENVALE","191 NEPEAN HIGHWAY","GARDENVALE","3185","VIC","AUSTRALIA",-37.8963,145.0055,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS HAMPTON PARK","111 MCDOWALL ROAD","HAMPTON PARK","3976","VIC","AUSTRALIA",-38.0419,145.2526,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX BRIGHT","ANDERSON STREET","BRIGHT","3741","VIC","AUSTRALIA",-36.7278,146.9597,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS DEBORAH REEF","198 HIGH STREET","BENDIGO","3550","VIC","AUSTRALIA",-36.7656,144.2676,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS PLEASANT CORNER","1319 STURT STREET AND PLEASANT STREET","BALLARAT","3350","VIC","AUSTRALIA",-37.5604,143.8393,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP MCNEIL","771 RAGLAN PARADE","WARRNAMBOOL","3280","VIC","AUSTRALIA",-38.3768,142.4799,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX MELTON","WOODGROVE SHOPPING CENTRE","MELTON WEST","3337","VIC","AUSTRALIA",-37.685,144.5677,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SHELL BROWN HILL","CORNER HUMFFRAY STREET AND WATERS STREET","BALLARAT","3350","VIC","AUSTRALIA",-37.5519,143.9025,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX PORT FAIRY","57 ALBERT STREET","PORT FAIRY","3284","VIC","AUSTRALIA",-38.381,142.2297,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP BIG PINE","416-422 NEPEAN DRIVE","FRANKSTON","3199","VIC","AUSTRALIA",-38.1396,145.1223,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CHISHOLM PETROLEUM","258-266 PRINCES HIGHWAY","CORIO","3214","VIC","AUSTRALIA",-38.079,144.3653,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP MIDVALE","1848 DANDENONG ROAD","CLAYTON","3168","VIC","AUSTRALIA",-37.9197,145.1347,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP WHITEHALL","CORNER WHITEHALL STREET AND NAPIER STREET","FOOTSCRAY","3011","VIC","AUSTRALIA",-37.8047,144.9036,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX GUNBOWER","22-26 MAIN STREET","GUNBOWER","3566","VIC","AUSTRALIA",-35.9557,144.3696,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS BUNKER HILL","15 DONNYBROOK ROAD","MICKLEHAM","3064","VIC","AUSTRALIA",-37.5406,144.9448,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX EPPING","571 HIGH STREET","EPPING","3076","VIC","AUSTRALIA",-37.6546,145.0211,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"RICHARDS","161 MAIN STREET","RUTHERGLEN","3685","VIC","AUSTRALIA",-36.0529,146.4583,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"THOMASTOWN NORTH","EDGERS ROAD","THOMASTOWN","3074","VIC","AUSTRALIA",-37.6784,144.9989,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL HAMILTON","35 PORT FAIRY ROAD","HAMILTON","3300","VIC","AUSTRALIA",-37.7569,142.0097,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL MANANGATANG","21 WATTLE STREET","MANANGATANG","3546","VIC","AUSTRALIA",-35.0538,142.8823,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL WARRACKNABEAL","170 SCOTT STREET","WARRACKNABEAL","3393","VIC","AUSTRALIA",-36.253,142.3946,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX WANGARATTA","70-72 GRETA ROAD","WANGARATTA","3677","VIC","AUSTRALIA",-36.3655,146.3144,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP DINGLEY VILLAGE","357 LOWER DANDENONG ROAD","DINGLEY VILLAGE","3194","VIC","AUSTRALIA",-37.986,145.1087,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"UNKNOWN","1532 HEATHERTON ROAD","DANDENONG","3175","VIC","AUSTRALIA",-37.9714,145.2241,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SANDRINGHAM","BAY ROAD","SANDRINGHAM","3191","VIC","AUSTRALIA",-37.9536,145.0211,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"KEYSBOROUGH","CHELTENHAM ROAD","KEYSBOROUGH","3173","VIC","AUSTRALIA",-37.9909,145.1493,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX BRIDGEWATER ON LODDON","CORNER CALDER HIGHWAY AND KERANG ROAD","BRIDGEWATER ON LODDON","3516","VIC","AUSTRALIA",-36.5989,143.9374,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL TRAFALGAR","41 PRINCES HIGHWAY","TRAFALGAR","3824","VIC","AUSTRALIA",-38.2085,146.1512,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX DEER PARK","806 -810 BALLARAT ROAD","DEER PARK","3023","VIC","AUSTRALIA",-37.7698,144.7753,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
